unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
7073288,HR480795,2009-08-12 05:00:00.000000 UTC,002XX W JACKSON BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,112,1,2,32,08B,1174674.0,1898951.0,2009,2018-02-28 03:56:25.000000 UTC,41.878115609,-87.634097494,"(41.878115609, -87.634097494)"
3643727,HK738067,2004-11-08 11:10:39.000000 UTC,0000X S WELLS ST,0460,BATTERY,SIMPLE,STREET,false,false,112,1,2,32,08B,1174746.0,1900008.0,2004,2018-02-10 03:50:01.000000 UTC,41.881014472,-87.633801496,"(41.881014472, -87.633801496)"
12782982,JF343656,2020-11-20 09:00:00.000000 UTC,001XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,112,1,42,32,08B,,,2020,2022-08-04 03:41:00.000000 UTC,,,
1409010,G126466,2001-03-04 09:45:00.000000 UTC,0000X S LA SALLE ST,0460,BATTERY,SIMPLE,OTHER,false,true,112,1,,,08B,1175182.0,1900062.0,2001,2021-09-07 03:41:02.000000 UTC,41.881152888,-87.63219893,"(41.881152888, -87.63219893)"
1476121,G206796,2001-04-11 06:41:35.000000 UTC,003XX S LA SALLE ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,112,1,,,08B,1175350.0,1898528.0,2001,2015-08-17 03:03:40.000000 UTC,41.876939732,-87.631628104,"(41.876939732, -87.631628104)"
2801296,HJ453727,2003-06-25 09:10:00.000000 UTC,003XX S FRANKLIN ST,0460,BATTERY,SIMPLE,STREET,true,false,112,1,2,32,08B,1174376.0,1898823.0,2003,2018-02-28 03:56:25.000000 UTC,41.877771026,-87.635195493,"(41.877771026, -87.635195493)"
10954104,JA274397,2017-05-22 12:31:00.000000 UTC,001XX S DEARBORN ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,true,false,112,1,42,32,08B,1175959.0,1899607.0,2017,2018-02-10 03:50:01.000000 UTC,41.879886887,-87.629359567,"(41.879886887, -87.629359567)"
11169139,JA537475,2017-12-05 11:45:00.000000 UTC,0000X N STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,112,1,42,32,08B,1176364.0,1900537.0,2017,2018-02-10 03:50:01.000000 UTC,41.882429735,-87.627844406,"(41.882429735, -87.627844406)"
9155168,HW300783,2013-06-02 04:00:00.000000 UTC,001XX S WABASH AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,112,1,42,32,08B,1176830.0,1899747.0,2013,2018-02-10 03:50:01.000000 UTC,41.880251406,-87.626157171,"(41.880251406, -87.626157171)"
9058809,HW203491,2013-03-23 06:35:00.000000 UTC,0000X E MONROE ST,0460,BATTERY,SIMPLE,STREET,false,false,112,1,42,32,08B,1176612.0,1899937.0,2013,2018-02-10 03:50:01.000000 UTC,41.880777703,-87.626951891,"(41.880777703, -87.626951891)"
9208556,HW354552,2013-07-09 10:20:00.000000 UTC,0000X W MADISON ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,true,false,112,1,42,32,08B,1176107.0,1900380.0,2013,2018-02-10 03:50:01.000000 UTC,41.882004711,-87.628792836,"(41.882004711, -87.628792836)"
11925481,JC551538,2019-12-18 12:30:00.000000 UTC,0000X N STATE ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,112,1,42,32,08B,1176363.0,1900547.0,2019,2019-12-25 03:41:31.000000 UTC,41.882457198,-87.627847776,"(41.882457198, -87.627847776)"
11826617,JC431207,2019-09-13 04:15:00.000000 UTC,0000X N DEARBORN ST,0460,BATTERY,SIMPLE,CTA PLATFORM,true,false,112,1,42,32,08B,1175937.0,1900516.0,2019,2019-09-26 03:40:11.000000 UTC,41.882381731,-87.629412971,"(41.882381731, -87.629412971)"
11956872,JD122228,2020-01-20 01:15:00.000000 UTC,0000X N STATE ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,42,32,08B,1176364.0,1900537.0,2020,2020-01-27 03:40:29.000000 UTC,41.882429735,-87.627844406,"(41.882429735, -87.627844406)"
2913980,HJ587656,2003-08-26 09:55:07.000000 UTC,001XX W JACKSON BLVD,0460,BATTERY,SIMPLE,STREET,true,false,112,1,42,32,08B,1175505.0,1898969.0,2003,2018-02-10 03:50:01.000000 UTC,41.878146384,-87.631045747,"(41.878146384, -87.631045747)"
5891616,HN689689,2007-11-05 03:00:00.000000 UTC,001XX W JACKSON BLVD,0460,BATTERY,SIMPLE,HOTEL/MOTEL,true,false,112,1,42,32,08B,1174922.0,1898956.0,2007,2018-02-28 03:56:25.000000 UTC,41.878123782,-87.633186756,"(41.878123782, -87.633186756)"
12928780,JF517629,2022-12-20 04:00:00.000000 UTC,0000X N MICHIGAN AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,112,1,42,32,08B,1177308.0,1900543.0,2022,2023-01-03 03:40:27.000000 UTC,41.882424852,-87.624377884,"(41.882424852, -87.624377884)"
10379615,HZ115670,2016-01-14 05:15:00.000000 UTC,0000X N GARLAND CT,0460,BATTERY,SIMPLE,ALLEY,false,false,112,1,42,32,08B,1177044.0,1900584.0,2016,2018-02-10 03:50:01.000000 UTC,41.882543339,-87.625346042,"(41.882543339, -87.625346042)"
10180394,HY368516,2015-08-04 10:25:00.000000 UTC,0000X W MONROE ST,0460,BATTERY,SIMPLE,ALLEY,true,false,112,1,42,32,08B,1176254.0,1899921.0,2015,2018-02-10 03:50:01.000000 UTC,41.880741876,-87.628266906,"(41.880741876, -87.628266906)"
10613684,HZ366353,2016-07-27 08:25:00.000000 UTC,001XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,false,false,112,1,42,32,08B,1177320.0,1899750.0,2016,2018-02-10 03:50:01.000000 UTC,41.880248544,-87.624357876,"(41.880248544, -87.624357876)"
8415805,HT649231,2011-12-27 03:55:00.000000 UTC,002XX S LA SALLE ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,112,1,42,32,08B,1175165.0,1899313.0,2011,2018-02-10 03:50:01.000000 UTC,41.879097968,-87.632283818,"(41.879097968, -87.632283818)"
6863942,HR269406,2009-04-15 03:10:00.000000 UTC,001XX W ADAMS ST,0460,BATTERY,SIMPLE,RESTAURANT,true,false,112,1,42,32,08B,1174913.0,1899418.0,2009,2018-02-28 03:56:25.000000 UTC,41.879391739,-87.633205963,"(41.879391739, -87.633205963)"
7776295,HS584616,2010-10-26 11:00:00.000000 UTC,001XX W ADAMS ST,0460,BATTERY,SIMPLE,ALLEY,false,false,112,1,42,32,08B,1175379.0,1899428.0,2010,2018-02-10 03:50:01.000000 UTC,41.879408736,-87.631494603,"(41.879408736, -87.631494603)"
7764484,HS572623,2010-10-19 07:15:00.000000 UTC,003XX S DEARBORN ST,0460,BATTERY,SIMPLE,CTA TRAIN,true,false,112,1,2,32,08B,1175986.0,1898799.0,2010,2018-02-10 03:50:01.000000 UTC,41.87766908,-87.629284766,"(41.87766908, -87.629284766)"
11519999,JB532444,2018-11-28 06:00:00.000000 UTC,0000X S STATE ST,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,112,1,42,32,08B,1176390.0,1900219.0,2018,2018-12-05 04:21:44.000000 UTC,41.881556538,-87.627758535,"(41.881556538, -87.627758535)"
4746605,HM357137,2006-05-17 07:43:36.000000 UTC,002XX S FRANKLIN ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,112,1,2,32,08B,1174369.0,1899091.0,2006,2018-02-28 03:56:25.000000 UTC,41.878506591,-87.635213191,"(41.878506591, -87.635213191)"
5195637,HM784614,2006-12-20 08:45:00.000000 UTC,001XX W MONROE ST,0460,BATTERY,SIMPLE,STREET,false,false,112,1,42,32,08B,1175408.0,1899895.0,2006,2018-02-28 03:56:25.000000 UTC,41.880689561,-87.631374096,"(41.880689561, -87.631374096)"
9673949,HX324307,2014-06-29 07:45:00.000000 UTC,0000X E MONROE ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,112,1,42,32,08B,1176591.0,1899936.0,2014,2018-02-10 03:50:01.000000 UTC,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
8718357,HV395254,2012-07-22 03:10:00.000000 UTC,0000X S STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,112,1,42,32,08B,1176389.0,1900278.0,2012,2016-02-04 06:33:39.000000 UTC,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
10558788,HZ305768,2016-06-13 02:05:00.000000 UTC,0000X S CLARK ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,112,1,42,32,08B,1175543.0,1900196.0,2016,2018-02-10 03:50:01.000000 UTC,41.881512491,-87.630869346,"(41.881512491, -87.630869346)"
10594875,HZ346141,2016-07-12 12:59:00.000000 UTC,001XX S DEARBORN ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,112,1,42,32,08B,1175959.0,1899598.0,2016,2018-02-10 03:50:01.000000 UTC,41.879862191,-87.629359838,"(41.879862191, -87.629359838)"
10742802,HZ502929,2016-11-04 09:50:00.000000 UTC,0000X W MADISON ST,0460,BATTERY,SIMPLE,STREET,false,false,112,1,42,32,08B,1175840.0,1900374.0,2016,2018-02-10 03:50:01.000000 UTC,41.881994258,-87.629773427,"(41.881994258, -87.629773427)"
10712008,HZ469743,2016-10-11 12:30:00.000000 UTC,0000X N STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,112,1,42,32,08B,1176365.0,1900502.0,2016,2018-02-10 03:50:01.000000 UTC,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
11848271,JC457504,2019-10-02 04:55:00.000000 UTC,0000X N DEARBORN ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA TRAIN,true,false,112,1,42,32,24,1175937.0,1900516.0,2019,2019-10-22 03:45:43.000000 UTC,41.882381731,-87.629412971,"(41.882381731, -87.629412971)"
12872628,JF450401,2022-10-26 03:43:00.000000 UTC,0000X S STATE ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PLATFORM,true,false,112,1,42,32,24,1176390.0,1900219.0,2022,2023-01-03 03:40:27.000000 UTC,41.881556538,-87.627758535,"(41.881556538, -87.627758535)"
11459651,JB453079,2018-09-27 01:50:00.000000 UTC,0000X E WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,112,1,42,32,08B,1176912.0,1900830.0,2018,2018-10-05 03:54:07.000000 UTC,41.883221363,-87.625823296,"(41.883221363, -87.625823296)"
8096826,HT331338,2011-06-05 03:00:00.000000 UTC,002XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,112,1,42,32,08B,1175574.0,1899040.0,2011,2018-02-10 03:50:01.000000 UTC,41.878339663,-87.630790264,"(41.878339663, -87.630790264)"
5527759,HN331027,2007-05-08 10:30:00.000000 UTC,002XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,112,1,2,32,08B,1174608.0,1898949.0,2007,2018-02-10 03:50:01.000000 UTC,41.878111597,-87.634339888,"(41.878111597, -87.634339888)"
12795002,JF357958,2022-08-11 10:30:00.000000 UTC,0000X E MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,false,true,112,1,42,32,08B,1176591.0,1899936.0,2022,2023-01-03 03:40:27.000000 UTC,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
4198293,HL527752,2005-08-04 01:00:00.000000 UTC,0000X S LA SALLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,true,112,1,42,32,08B,1175138.0,1900236.0,2005,2018-02-10 03:50:01.000000 UTC,41.881631341,-87.632355275,"(41.881631341, -87.632355275)"
13031696,JG209670,2023-04-03 02:12:00.000000 UTC,001XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,false,true,112,1,42,32,08B,1176831.0,1899724.0,2023,2023-08-19 03:40:26.000000 UTC,41.88018827,-87.626154195,"(41.88018827, -87.626154195)"
9522926,HX177690,2014-03-09 02:45:00.000000 UTC,0000X E MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,false,true,112,1,42,32,08B,1176591.0,1899936.0,2014,2016-02-04 06:33:39.000000 UTC,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
10781766,HZ548921,2016-12-12 12:14:00.000000 UTC,0000X N WABASH AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,true,false,112,1,42,32,04B,1176806.0,1900526.0,2016,2018-02-10 03:50:01.000000 UTC,41.882389568,-87.626221727,"(41.882389568, -87.626221727)"
12587546,JF107046,2022-01-08 05:53:00.000000 UTC,0000X S STATE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DEPARTMENT STORE,false,false,112,1,42,32,04A,1176389.0,1900278.0,2022,2023-01-03 03:40:27.000000 UTC,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
4320919,HL626202,2005-09-21 12:45:00.000000 UTC,002XX S LA SALLE ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,true,false,112,1,42,32,08A,1175171.0,1899118.0,2005,2018-02-28 03:56:25.000000 UTC,41.878562742,-87.632267636,"(41.878562742, -87.632267636)"
13256616,JG479405,2023-10-26 01:15:00.000000 UTC,0000X N STATE ST,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,false,false,112,1,34,32,08A,1176362.0,1900577.0,2023,2023-11-03 03:41:45.000000 UTC,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
12245295,JD459392,2020-12-14 09:00:00.000000 UTC,001XX S STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,112,1,42,32,08A,1176401.0,1899793.0,2020,2020-12-21 03:41:11.000000 UTC,41.880387322,-87.627731005,"(41.880387322, -87.627731005)"
5443706,HN273375,2007-04-05 01:00:00.000000 UTC,002XX W MADISON ST,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,112,1,2,32,08A,1174636.0,1900346.0,2007,2018-02-28 03:56:25.000000 UTC,41.881944424,-87.634195294,"(41.881944424, -87.634195294)"
13385896,JH172925,2024-03-02 02:00:00.000000 UTC,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,112,1,34,32,08A,1176170.0,1900823.0,2024,2024-03-10 03:41:24.000000 UTC,41.883218909,-87.628548144,"(41.883218909, -87.628548144)"
10983887,JA306436,2017-06-09 02:00:00.000000 UTC,0000X S WABASH AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,112,1,42,32,08A,1176813.0,1900286.0,2017,2018-02-10 03:50:01.000000 UTC,41.881730836,-87.626203285,"(41.881730836, -87.626203285)"
12619791,JF146671,2022-02-16 05:40:00.000000 UTC,0000X N STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,112,1,42,32,08A,1176365.0,1900502.0,2022,2023-01-03 03:40:27.000000 UTC,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
10082728,HY270974,2015-05-22 04:45:00.000000 UTC,0000X E ADAMS ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,112,1,42,32,08A,1176537.0,1899469.0,2015,2018-02-10 03:50:01.000000 UTC,41.879495178,-87.62724142,"(41.879495178, -87.62724142)"
3807541,HL173031,2005-02-10 09:44:53.000000 UTC,0000X S LA SALLE ST,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,42,32,08A,1175144.0,1900030.0,2005,2018-02-28 03:56:25.000000 UTC,41.88106593,-87.632339422,"(41.88106593, -87.632339422)"
12774607,JF333814,2022-07-27 04:03:00.000000 UTC,001XX S DEARBORN ST,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,42,32,08A,1175959.0,1899607.0,2022,2023-01-03 03:40:27.000000 UTC,41.879886887,-87.629359567,"(41.879886887, -87.629359567)"
12992687,JG164524,2023-02-23 02:45:00.000000 UTC,0000X S WABASH AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),false,false,112,1,42,32,08A,1176818.0,1900147.0,2023,2023-08-19 03:40:26.000000 UTC,41.881349299,-87.626189131,"(41.881349299, -87.626189131)"
12962341,JG127854,2023-01-24 01:20:00.000000 UTC,0000X N MICHIGAN AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,112,1,42,32,08A,1177309.0,1900530.0,2023,2023-08-19 03:40:26.000000 UTC,41.882389156,-87.624374606,"(41.882389156, -87.624374606)"
11057981,JA395126,2017-08-17 04:11:00.000000 UTC,0000X N STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,112,1,42,32,08A,1176365.0,1900502.0,2017,2018-02-10 03:50:01.000000 UTC,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
11329590,JB283012,2018-05-28 11:08:00.000000 UTC,0000X E MADISON ST,0560,ASSAULT,SIMPLE,STREET,false,false,112,1,42,32,08A,1177246.0,1900427.0,2018,2018-06-04 04:01:50.000000 UTC,41.882107947,-87.624609064,"(41.882107947, -87.624609064)"
9223592,HW369747,2013-07-19 03:55:00.000000 UTC,0000X S WABASH AVE,0560,ASSAULT,SIMPLE,HOTEL/MOTEL,false,false,112,1,42,32,08A,1176813.0,1900276.0,2013,2018-02-10 03:50:01.000000 UTC,41.881703396,-87.626203588,"(41.881703396, -87.626203588)"
8360086,HT591715,2011-11-15 02:30:00.000000 UTC,003XX S CLARK ST,0560,ASSAULT,SIMPLE,STREET,false,false,112,1,2,32,08A,1175579.0,1898855.0,2011,2018-02-10 03:50:01.000000 UTC,41.877831899,-87.630777466,"(41.877831899, -87.630777466)"
9470666,HX123707,2014-01-22 02:00:00.000000 UTC,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,OTHER,false,false,112,1,42,32,08A,1175732.0,1900816.0,2014,2016-02-04 06:33:39.000000 UTC,41.88320956,-87.630156699,"(41.88320956, -87.630156699)"
9675904,HX326085,2014-07-01 01:29:00.000000 UTC,001XX S DEARBORN ST,0560,ASSAULT,SIMPLE,CTA PLATFORM,false,false,112,1,42,32,08A,1175956.0,1899771.0,2014,2018-02-10 03:50:01.000000 UTC,41.88033698,-87.629365643,"(41.88033698, -87.629365643)"
8965125,HW111996,2013-01-10 02:50:00.000000 UTC,0000X S WABASH AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,112,1,42,32,08A,1176813.0,1900286.0,2013,2018-02-10 03:50:01.000000 UTC,41.881730836,-87.626203285,"(41.881730836, -87.626203285)"
1952738,HH141368,2002-01-18 04:45:00.000000 UTC,001XX W JACKSON BV,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,,,05,1175454.0,1898968.0,2002,2018-02-28 03:56:25.000000 UTC,41.878144785,-87.631233035,"(41.878144785, -87.631233035)"
7459795,HS260390,2010-04-15 07:00:00.000000 UTC,003XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,2,32,05,1174185.0,1899401.0,2010,2018-02-10 03:50:01.000000 UTC,41.879361356,-87.635879544,"(41.879361356, -87.635879544)"
5723258,HN531145,2007-08-14 08:38:00.000000 UTC,003XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,COLLEGE/UNIVERSITY GROUNDS,false,false,112,1,2,32,05,1174185.0,1899401.0,2007,2018-02-28 03:56:25.000000 UTC,41.879361356,-87.635879544,"(41.879361356, -87.635879544)"
10908089,JA220668,2017-04-11 11:00:00.000000 UTC,0000X E MONROE ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,112,1,42,32,05,1177003.0,1899949.0,2017,2018-02-10 03:50:01.000000 UTC,41.880801792,-87.625515824,"(41.880801792, -87.625515824)"
7406271,HS208512,2010-03-12 06:00:00.000000 UTC,0000X S WACKER DR,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,2,32,05,1173939.0,1900212.0,2010,2018-02-10 03:50:01.000000 UTC,41.881592273,-87.636758638,"(41.881592273, -87.636758638)"
11052084,JA388270,2017-08-12 12:30:00.000000 UTC,0000X N MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,MEDICAL/DENTAL OFFICE,false,false,112,1,42,32,05,1177306.0,1900590.0,2017,2018-02-10 03:50:01.000000 UTC,41.882553868,-87.624383802,"(41.882553868, -87.624383802)"
11511900,JB522248,2018-11-19 07:37:00.000000 UTC,0000X W WASHINGTON ST,0810,THEFT,OVER $500,STREET,false,false,112,1,42,32,06,1176080.0,1900822.0,2018,2018-11-26 04:16:31.000000 UTC,41.883218192,-87.628878656,"(41.883218192, -87.628878656)"
11696571,JC274659,2019-05-23 02:20:00.000000 UTC,0000X S STATE ST,0810,THEFT,OVER $500,CTA TRAIN,false,false,112,1,42,32,06,1176390.0,1900219.0,2019,2019-06-30 03:41:21.000000 UTC,41.881556538,-87.627758535,"(41.881556538, -87.627758535)"
3382970,HK434845,2004-06-10 07:00:00.000000 UTC,0000X W JACKSON BLVD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,2,32,06,1175754.0,1898974.0,2004,2018-02-28 03:56:25.000000 UTC,41.87815451,-87.630131336,"(41.87815451, -87.630131336)"
3334832,HK376071,2004-05-17 11:25:00.000000 UTC,002XX S LA SALLE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,42,32,06,1175164.0,1899365.0,2004,2018-02-28 03:56:25.000000 UTC,41.879240682,-87.63228593,"(41.879240682, -87.63228593)"
1975073,HH170264,2002-02-02 04:00:00.000000 UTC,003XX S WACKER DR,0810,THEFT,OVER $500,RESTAURANT,false,false,112,1,,,06,1173975.0,1898794.0,2002,2018-02-10 03:50:01.000000 UTC,41.87770039,-87.636668714,"(41.87770039, -87.636668714)"
12540844,JE445251,2021-11-14 06:00:00.000000 UTC,0000X S WABASH AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,112,1,42,32,06,1176813.0,1900296.0,2021,2021-11-21 03:40:30.000000 UTC,41.881758277,-87.626202983,"(41.881758277, -87.626202983)"
2675680,HJ288944,2003-03-26 07:00:00.000000 UTC,0000X S WACKER RAMP,0810,THEFT,OVER $500,STREET,false,false,112,1,2,32,06,,,2003,2015-08-17 03:03:40.000000 UTC,,,
2577368,HJ166873,2003-02-05 02:33:13.000000 UTC,002XX W MADISON ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,2,32,06,1174636.0,1900346.0,2003,2018-02-28 03:56:25.000000 UTC,41.881944424,-87.634195294,"(41.881944424, -87.634195294)"
10770687,HZ536111,2016-12-01 04:40:00.000000 UTC,0000X N MICHIGAN AVE,0810,THEFT,OVER $500,STREET,false,false,112,1,42,32,06,1177309.0,1900530.0,2016,2018-02-10 03:50:01.000000 UTC,41.882389156,-87.624374606,"(41.882389156, -87.624374606)"
4177391,HL508826,2005-07-25 06:00:00.000000 UTC,003XX S WELLS ST,0810,THEFT,OVER $500,STREET,false,false,112,1,2,32,06,1174780.0,1898776.0,2005,2018-02-28 03:56:25.000000 UTC,41.877633028,-87.633713529,"(41.877633028, -87.633713529)"
7942447,HT175247,2011-02-22 11:00:00.000000 UTC,001XX W MADISON ST,0810,THEFT,OVER $500,STREET,false,false,112,1,42,32,06,1175345.0,1900361.0,2011,2018-02-10 03:50:01.000000 UTC,41.881969706,-87.631591433,"(41.881969706, -87.631591433)"
11708470,JC288995,2019-06-01 11:50:00.000000 UTC,0000X E MONROE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,42,32,06,1177003.0,1899949.0,2019,2019-06-30 03:41:21.000000 UTC,41.880801792,-87.625515824,"(41.880801792, -87.625515824)"
3630733,HK724262,2004-11-01 11:40:00.000000 UTC,001XX W JACKSON BLVD,0810,THEFT,OVER $500,STREET,false,false,112,1,2,32,06,1175454.0,1898968.0,2004,2018-02-10 03:50:01.000000 UTC,41.878144785,-87.631233035,"(41.878144785, -87.631233035)"
2117744,HH355840,2002-05-07 09:30:00.000000 UTC,001XX S LA SALLE ST,0810,THEFT,OVER $500,ALLEY,false,false,112,1,42,32,06,1175154.0,1899701.0,2002,2018-02-28 03:56:25.000000 UTC,41.88016291,-87.632312571,"(41.88016291, -87.632312571)"
2067179,HH289554,2002-04-06 10:30:00.000000 UTC,002XX S WACKER DR,0810,THEFT,OVER $500,OTHER,false,false,112,1,,,06,1173971.0,1899133.0,2002,2018-02-10 03:50:01.000000 UTC,41.878630716,-87.636673298,"(41.878630716, -87.636673298)"
2776934,HJ422017,2003-06-11 12:31:07.000000 UTC,003XX S FRANKLIN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,2,32,06,1174377.0,1898761.0,2003,2018-02-28 03:56:25.000000 UTC,41.877600872,-87.635193673,"(41.877600872, -87.635193673)"
11005698,JA334414,2017-07-04 06:45:00.000000 UTC,0000X N DEARBORN ST,0810,THEFT,OVER $500,CTA TRAIN,false,false,112,1,42,32,06,1175937.0,1900516.0,2017,2018-02-10 03:50:01.000000 UTC,41.882381731,-87.629412971,"(41.882381731, -87.629412971)"
10863974,JA170025,2017-02-26 07:20:00.000000 UTC,0000X S MICHIGAN AVE,0810,THEFT,OVER $500,CTA BUS,false,false,112,1,42,32,06,1177316.0,1900287.0,2017,2018-02-10 03:50:01.000000 UTC,41.881722193,-87.624356274,"(41.881722193, -87.624356274)"
11197036,JB106860,2018-01-06 05:15:00.000000 UTC,001XX S STATE ST,0810,THEFT,OVER $500,STREET,false,false,112,1,42,32,06,1176402.0,1899745.0,2018,2018-05-04 03:51:04.000000 UTC,41.880255584,-87.627728782,"(41.880255584, -87.627728782)"
11095377,JA441278,2017-09-21 08:00:00.000000 UTC,0000X S STATE ST,0810,THEFT,OVER $500,STREET,false,false,112,1,42,32,06,1176398.0,1900041.0,2017,2018-02-10 03:50:01.000000 UTC,41.881067915,-87.627734533,"(41.881067915, -87.627734533)"
6598431,HP670545,2008-09-01 09:00:00.000000 UTC,002XX S LA SALLE ST,0810,THEFT,OVER $500,BANK,false,false,112,1,42,32,06,1175171.0,1899118.0,2008,2018-02-28 03:56:25.000000 UTC,41.878562742,-87.632267636,"(41.878562742, -87.632267636)"
9211417,HW357505,2013-07-05 02:00:00.000000 UTC,0000X E WASHINGTON ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,112,1,42,32,06,1176912.0,1900830.0,2013,2018-02-10 03:50:01.000000 UTC,41.883221363,-87.625823296,"(41.883221363, -87.625823296)"
4369826,HL665668,2005-10-10 09:00:00.000000 UTC,003XX S FRANKLIN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,112,1,2,32,06,1174377.0,1898761.0,2005,2018-02-28 03:56:25.000000 UTC,41.877600872,-87.635193673,"(41.877600872, -87.635193673)"
3652723,HK751212,2004-10-27 10:00:00.000000 UTC,003XX S FRANKLIN ST,0810,THEFT,OVER $500,SIDEWALK,false,false,112,1,2,32,06,1174375.0,1898828.0,2004,2018-02-28 03:56:25.000000 UTC,41.877784769,-87.635199016,"(41.877784769, -87.635199016)"
